SMILES,PFAS,LogKa,half_life
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00013249204710666075
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00013662561933505153
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.0001442166016392591
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00014786657894920953
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.00016114533366586167
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00017169892214333892
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00018025316565867044
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00024489442556305534
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.00024679936860507796
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00024714563391097373
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.0002660765639098875
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0002926812486917594
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00030731605972222946
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0003297447962679581
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0003327900743715886
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00042619264943043205
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00046211737201969777
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.0005224556948505519
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0005701938181209309
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0006125336843272232
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0006768616987072688
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0007009231293042756
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0007634658962364734
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0007903237717230417
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0009148878907550306
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0010920012720441932
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.0011997073283761964
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0012233429045895503
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0012574774095997767
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.001390151030766074
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.001487064422147645
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0018619526791593326
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0018810773094710773
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0020139801019915223
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0022861978386557796
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0024445346787215646
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.0027996795571356404
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0028126660106370825
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.0029267654671758575
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00328754021388603
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0035754607349022874
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.004365313925412405
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.0049693559252524
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0050762352381953
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.00518795507413498
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.005668901267316413
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0058209212158544955
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.0060645709419735625
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.00649953902047138
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.006867470603902359
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.007212157517749266
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.007262053191901077
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.008615514134127682
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.008834458463877174
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.008965936756844732
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.009794222603429693
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.01013513138539331
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.010882124913112811
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.01108295207997617
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.011196802836731827
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.011251409569526381
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.01131648414769122
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.012002020255711336
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.01268680240429882
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.012705180049360274
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.012705792836050389
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.012993544585113086
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.013165451010151303
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.01319747396379954
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.013889280416134443
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.01465337194732314
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.014862657884262342
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.0149698439787341
C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,HFPO-DA,4.920711994171143,0.015605598067443998
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.015672506144627635
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.015725001040771576
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.01667569051105632
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.01702600758274438
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.01732892393558477
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.017411190123329638
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.017504247874770052
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.018052391095243384
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.018113857604158606
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.01860895194653996
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.018961970602681396
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.019187412127816078
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.019820295105610185
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.019925965496439425
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.020061977088762558
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.02007902050391081
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.02110832922957083
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.02193612426914825
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.022053168468145406
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.022288369668281755
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.022441020935592235
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.022627088480765126
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.02266660573561883
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.023162611614343045
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.02362287824689333
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.024187795114898235
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.024704853355769916
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.02556880476769319
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.025797135495937727
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.026233342869798105
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.02739594829747137
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.028070878296617873
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.0281157829748544
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.028321273583124636
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.028701542591188168
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.02907553035582145
C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,PFPeA,4.85585880279541,0.02935799843918848
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.02986598224768003
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.03282617445862026
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.033239403380781025
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,PFBA,4.3221564292907715,0.033546118843965654
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.034497953878763615
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.03462048467364122
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.034964666304109215
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.03666304788649748
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.03994190685224822
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.04075995217046885
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.041066249455872735
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.04226661613339782
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.04313339560951059
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.043162875151621295
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.04429529773657483
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.04539963178934268
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.04555018064726206
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.04574480011891634
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.04639700963177957
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.04837190032327661
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.0485268513854104
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.04933746415080765
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.0500147540643129
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.05004367967070334
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.05011455483224409
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.05088818064871178
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.05129052463348062
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.05174371607106095
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFHxA,4.946195125579834,0.05202518421898189
[13CH2]([13CH2]S(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2FTS,5.660702228546143,0.05219818401707159
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.05246110759657482
C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,Nafion-BP2,5.72323751449585,0.053249757587054344
C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,PFBS,4.940820693969727,0.05620692544049044
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.056699871346578695
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFHxA,4.946195125579834,0.0567077819115536
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.05689232926713357
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.058941024518629176
C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,PFBS,4.940820693969727,0.059949762774067814
C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,PFBS,4.940820693969727,0.06019386708386084
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.06119038891810996
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.06136904757706784
C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO4DA,4.925169467926025,0.06159483623538414
C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,PFO5DoA,5.108689308166504,0.06338559432429408
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,DONA,5.232205867767334,0.06513907524677277
C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,PFBS,4.940820693969727,0.06553720228405178
